x y
1095.0272884925218 91.24016908366998
1098.49266389879 85.1323929624695
399.12231176967714 498.9771709368136
900.684365079762 1506.2499396834755
1091.9347760583025 97.48682258653044
1405.0723702224611 697.803664910023
903.2704917139811 1494.1603986281395
408.13345943295684 506.6357381678974
402.8387354380931 503.7932701326528
1111.3984212285397 87.22239064597755
415.85017744932173 505.16220088355936
1099.9760274088965 107.80485968066023
889.4319165356103 1492.962885763408
408.2826943693549 494.81812487396314
899.7774393206197 1480.9122607663883
1402.3399845457145 714.2053061883269
1104.5733371622366 92.71675741205323
401.4520195872724 512.8512343791157
898.2429700681515 1509.9240630141664
1399.6396879229712 709.5442883543341
393.30923754481273 488.26835785090697
914.5781705664027 1502.6654142621867
390.7073349760058 478.9260857741726
1411.013071486305 704.124103323054
905.989973655521 1477.0031610093033
886.2630722852132 1488.8325306557695
894.7797869755635 1517.5491239055705
1405.299430215244 710.1434381604736
1099.5138358465715 80.80480791857974
1402.6984221971588 705.3109236432762
905.9068065308284 1493.3898648869854
1396.9520845786394 694.4297996517508
1408.8178028854536 689.9652945237262
1395.2099419502536 703.0729024902802
1099.110130817655 93.86075898098528
1404.7486758727218 693.8493801017751
410.57599524846194 477.47723069984283
1093.165482938377 105.0433956681129
383.0753747081052 496.976036481185
1103.093571344986 113.42468430478873
